dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy
14-02-2023,67387561,PRACOWNIK SZKÓŁKI DRZEWEK W HOLANDII (M/K),Wszystkie ogłoszenia/Ogłoszenia Lublin/Praca Lublin/Praca Rolnictwo / Ochrona środowiska Lublin,https://sprzedajemy.pl/oferty-uzytkownika-8124613,,"
Jako AB Job Service Polska Sp. z o.o. - jesteśmy polską agencją zatrudnienia (nr cert. 5971) z 17-letnim doświadczeniem 
z oddziałami w Kielcach, Opolu, Lublinie i Bydgoszczy, rekrutującą na rynek niderlandzki. Jesteśmy partnerem w dobieraniu kadry dla firm z branży agrarnej, budowlanej, spożywczej, zieleni (miejskiej), infrastruktury, logistyki, techniki i transportu. Dzięki naszym długotrwałym relacjom z klientami o kilkudziesięcioletniej tradycji znamy ich potrzeby związane z zatrudnieniem pracowników. Nasze korzenie przekładają się na prostotę oraz przyjazną, niewymuszoną atmosferę w kontaktach z kandydatami.

PRACOWNIK SZKÓŁKI DRZEWEK W HOLANDII (M/K)
Miejsce pracy: Schalkwijk

Dla naszego Klienta, szkółki drzewek o powierzchni 6,5 ha poszukujemy pracownika pomocniczego. 
Twoja praca będzie polegać głownie na przycinaniu roślin, sadzeniu sadzonek w doniczkach, usuwaniu chwastów oraz sortowaniu roślin. Sadzonki i doniczkowanie roślin przeprowadza się w hali w umiarkowanej temperaturze, natomiast pielenie i sortowanie roślin odbywa się na zewnątrz, na świeżym powietrzu. Pracujesz w systemie jednozmianowym od 7:00 do 17:00. Twoim atutem będzie znajomość języka angielskiego i/lub niderlandzkiego. 
Przed wyjazdem zapewnimy Ci kompleksową obsługę – szczegółowe informacje o pracy, adres wraz z numerem do koordynatora oraz umowę skierowania do pracy. Gwarantujemy współpracę tylko ze sprawdzonymi Pracodawcami w Niderlandach.
W jaki sposób aplikować ? 
- wyślij wstępne zgłoszenie korzystając z formularza: http*************************** oddzwonimy do Ciebie ze szczegółowymi informacjami 
- posiadasz CV? świetnie! prześlij je na re*******a@a******.pl, niezwłocznie skontaktujemy się z Tobą 
- zgłoś się bezpośrednio do jednego z naszych oddziałów (dane poniżej) 
- skorzystaj z opcji CallBack na naszej stronie www.**********  i zamów połączenie na wybrany przez Ciebie termin 

Zyskujesz:
– wynagrodzenie 12,53 Euro brutto/h, cotygodniowo przelewane na Twoje konto
– dodatek wakacyjny 8,33% dochodów brutto – naliczane od godz. podstawowych
– dostęp do platformy internetowej umożliwiającej wgląd do dokumentów tj. kontraktów, odcinków wypłat, Jaaropgaafu
- profesjonalną obsługę przed wyjazdem (m.in. komplet informacji, umowa kierująca, pomoc w organizacji transportu)
– opiekę koordynatora w miejscu pracy
– w pełni wyposażone zakwaterowanie zgodne z certyfikatem SNF z darmowym WiFi (99,50 EU tygodniowo) oraz ubezpieczenie zdrowotne (34,78 EU tygodniowo)
– zapewniony codzienny dojazd do miejsca pracy 


Dbamy o Twój komfort. Zapewniamy pełną rekrutację w systemie online!
Zgłoś się do nas: http*************************** a my oddzwonimy. 

Zapraszamy do kontaktu ze swoim oddziałem w dniach:
poniedziałek- piątek w godzinach 9.00-17.00

Kielce
T: 667 713 111
T: 575 569 444
ki***e@a******.pl

Opole
T: 605 148 444
T: 577 185 333
op**e@a******.pl

Bydgoszcz
T:603 562 143
T: 603 567 915
by******z@a******.pl

Lublin
T: 697 831 697
T: *** *** ***
T: 721 937 222
lu***n@a******.pl




Polubiłeś już naszą stronę na facebooku?: http************************************
Chcesz aplikować na naszą ofertę pracy? W linku poniżej znajdziesz wszystkie informacje na temat tego, kto i w jakim celu będzie przetwarzać Twoje dane osobowe.

Informacje o przetwarzaniu Twoich danych osobowych (http******************************************

Certyfikat MGiP nr 5971
Oferta Pracy Tymczasowej
www.**********
",,,,,,Sezonowa,Umowa o pracę
13-03-2023,66732803,"Praca w markecie, Dino Polska S.A., Bodzewo",Wszystkie ogłoszenia/Ogłoszenia Bodzewo/Praca Bodzewo/Praca Sprzedawca / Kasjer Bodzewo,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy osoby do 

PRACY W MARKECIE
Bodzewo woj. wielkopolskie

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?

PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb

stabilność zatrudnienia, umowę o pracę

możliwość rozwoju - stawiamy na awanse wewnętrzne

niezbędne szkolenia

atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Bodzewo,Pełen etat,Umowa o pracę
24-03-2023,59678600,Praca dla budowlańca namyslow i okolice,Wszystkie ogłoszenia/Ogłoszenia Namysłów/Praca Namysłów/Praca Budownictwo / Geodezja Namysłów,https://sprzedajemy.pl/oferty-uzytkownika-1816737,,"
Praca przy murowaniu osiedla domków jednorodzinnych 
Tynki maszynowe 
Docieplenia 
Operator kierowca
",,,,,Namysłów,Pełen etat,Umowa o pracę
26-03-2023,67604192,Malarz – Stuttgart – Niemcy - Bez Języka Niemieckiego,Wszystkie ogłoszenia/Ogłoszenia Poznań/Praca Poznań/Praca Budownictwo / Geodezja Poznań,https://sprzedajemy.pl/oferty-uzytkownika-9171276,,"
Malarz

Miejsce pracy: Stuttgart

WYMAGANIA:

§  język nie jest wymagany lecz mile widziany

§  prawo jazdy nie jest wymagane

§  Szkoła lub doświadczenie przy produkcji mebli z taśmy i na wymiar




ZAKRES OBOWIĄZKÓW:

§ tapetowanie, regipsy, szpachlowanie, malowanie wałkiem i natryskowo




OFERUJEMY:

§  umowa o pracę na warunkach niemieckich

§  możliwość uzyskania podwyżek, urlop płatny, zjazdy do polski

§  stawka: 13 Euro brutto za godzinę

§  praca min 40 godzin tygodniowo do 60 godzin

§  kwatera: jednoosobowy pokój




KONTAKT:

tel. +48 *** *** ***

mail: in*o@w**********com




Prosimy o załączenie klauzuli:

„Wyrażam zgodę na przetwarzanie moich danych osobowych zawartych w mojej ofercie pracy dla potrzeb niezbędnych do realizacji procesu rekrutacji (zgodnie z Ustawą z dnia 29.08.1997 roku o Ochronie Danych Osobowych; tekst jednolity: Dz. U. z 2002r. Nr 101, poz. 926 ze zm.)”
",11000,14000,zł,mies. brutto,Poznań,Pełen etat,Umowa o pracę
18-04-2023,67715653,"Praca w markecie, Dino Polska S.A., Rykoszyn",Wszystkie ogłoszenia/Ogłoszenia Rykoszyn/Praca Rykoszyn/Praca Sprzedawca / Kasjer Rykoszyn,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy:
Praca w markecie
Rykoszyn woj. świętokrzyskie

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?
MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?
PRACUJĄC Z NAMI ZYSKUJESZ:
    • możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb
    • stabilność zatrudnienia, umowę o pracę
    • możliwość rozwoju - stawiamy na awanse wewnętrzne
    • niezbędne szkolenia
    • atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Rykoszyn,Pełen etat,Umowa o pracę
13-04-2023,67691581,Zatrudnię  emeryta/rencistę/osobę do prac stolarskich i budo,Wszystkie ogłoszenia/Ogłoszenia Piekary Śląskie/Praca Piekary Śląskie/Praca Budownictwo / Geodezja Piekary Śląskie,https://sprzedajemy.pl/oferty-uzytkownika-8886521,,"
Zatrudnię  emeryta/rencistę/osobę do prac stolarskich i budowlanych na działce i wokół budynku do naprawy schodów, dachu, budowy zadaszenia itp...



na zasadzie umowy zlecenie
",,,,,Piekary Śląskie,Inna,Umowa zlecenie/Inna
18-05-2023,67850253,Operator CNC - praca w Niemczech (1504),Wszystkie ogłoszenia/Ogłoszenia Lublin/Praca Lublin/Praca Produkcja / Przemysł ciężki Lublin,https://sprzedajemy.pl/oferty-uzytkownika-9685626,,"
Obecnie dla naszego klienta z Niemiec poszukujemy kandydatów na stanowisko:
Operator CNC
Lokalizacja: Ratingen.
Zadania: Sterowanie Fanuc, Heidenhain i Sinumeric.
Wymagania: język niemiecki, podobne doświadczenie zawodow, prawo jazdy.
Oferujemy: umowę o pracę na pełny etat, 2850  €/ miesiąc (net).

Po więcej informacji zapraszamy pod numer telefonu i e-mail: 
info [at] reditus.lt , 370 611 45080.
",,,,,Lublin,Pełen etat,Umowa o pracę
09-04-2023,65587881,Zatrudnię osobę do sprzedaży,Wszystkie ogłoszenia/Ogłoszenia Myślenice/Praca Myślenice/Praca Sprzedawca / Kasjer Myślenice,https://sprzedajemy.plhttps://krzych.sprzedajemy.pl/,,"
atrudnię osobę do sprzedaży materiałów budowlanych i dekoracyjnych

Wymagania :
- komunikatywność
- umiejętność obsługi kalkulatora i komputera
- uczciwość 

Obowiązki :
-efektywna sprzedaż materiałów
-raportowanie i wystawianie dokumentów
-wysylanie ofert i zamówień
-dbanie o czystość miejsca pracy i ekspozycję

Mile widziane uprawnienia na wózki widłowe 

Proszę o przesyłanie CV na e-mail ko**********a@o***.pl lub formularz kontaktowy
",3000,11111,zł,mies. brutto,Myślenice,Pełen etat,Umowa o pracę
15-04-2023,67699925,POMOCNIK NA BUDOWIE,Wszystkie ogłoszenia/Ogłoszenia Otwock/Praca Otwock/Praca Budownictwo / Geodezja Otwock,https://sprzedajemy.pl/oferty-uzytkownika-1470782,,"
WARSZAWA 35ZŁ/GODZINA
",35,60,zł,mies. brutto,Otwock,Pełen etat,Umowa o pracę
26-04-2023,66496520,DOSTAWCA KRAPKOWICE GLOVO 20-45zł/h Brutto,Wszystkie ogłoszenia/Ogłoszenia Krapkowice/Praca Krapkowice/Praca Transport / Spedycja / Dystrybucja Krapkowice,https://sprzedajemy.pl/oferty-uzytkownika-9058619,,"
DOSTAWCA KRAPKOWICE GLOVO 20-45zł/h Brutto
PTD Partner jest niezależną firmą współpracującą z Glovo.
Cenimy Twój czas, dlatego grafik jest elastyczny i dostosowany do Twoich potrzeb.
Jesteśmy we wszystkich miastach, w których działa platforma Glovo.
  
WYMAGANIA:
• Ukończone 18 lat
• Pojazd (rower, skuter, samochód)
• Smartfon z dostępem do Internetu
• Dowód osobisty lub paszport 
• Uczciwość i rzetelność
• Entuzjazm
 
OBOWIĄZKI:
• Odbieranie i dostarczanie posiłków
• Ekspresowe dostawy kurierskie 
 
OFERUJEMY:
• Legalne zatrudnienie na podstawie umowy zlecenie lub umowy B2B
• Wynagrodzenia od każdego zamówienia, które obejmuje część stałą i część zmienną
• Bezpłatny pakiet szkoleniowy
• Elastyczny grafik uwzględniający Twoje preferencje
• Pełną obsługę i pomoc w trakcie wykonywania pracy

Cały proces rekrutacyjny odbywa się online, dzięki temu wszystkie formalności załatwisz z domu do momentu realizacji pierwszej dostawy.

Chcesz dowiedzieć się więcej???
Zgłoś się do nas już dziś!!!
Zainteresowane osoby prosimy o zarejestrowanie się na stronie ptdpartner.pl
Więcej informacji pod numerem telefonu ***-***-***

WAŻNE GLOVO!!!
Zarejestruj się po linku poniżej żeby zostać dopisany bezpośrednio do naszej floty

http**********************************************************

Przyjemna, prosta praca i konkretne wynagrodzenie!! Aplikuj już dziś i dołącz do najbardziej zadowolonych dostawców Glovo w Krapkowicach.


Wyrażam zgodę na przetwarzanie moich danych osobowych dla potrzeb niezbędnych do realizacji procesu rekrutacji (zgodnie z ustawą z dnia 10 maja 2018 roku o ochronie danych osobowych (Dz. Ustaw z 2018, poz. 1000) oraz zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (RODO).
",1000,7000,zł,mies. brutto,Krapkowice,Inna,Umowa zlecenie/Samozatrudnienie/Inna
17-04-2023,65767192,"Zatrudnię kierowców z prawo jazdy C, C+E",Wszystkie ogłoszenia/Ogłoszenia Turek/Praca Turek/Praca Transport / Spedycja / Dystrybucja Turek,https://sprzedajemy.pl/oferty-uzytkownika-8936098,,"
Zatrudnię kierowców w transporcie międzynarodowym, kategoria C, C+E. System pracy do uzgodnienia (2/1, 3/1, 4/1, itd.). Praca na nowym taborze. Atrakcyjne warunki wynagrodzenia. Mile widziane doświadczenie. Lokalizacja powiat turecki. Więcej informacji udzielę telefonicznie: 725836012.
",,,,,Turek,Pełen etat,Umowa o pracę
03-03-2023,67478691,OPIEKUNKA OSÓB STARSZYCH W NIEMCZECH,Wszystkie ogłoszenia/Ogłoszenia Toruń/Praca Toruń/Praca Zdrowie / Opieka Toruń,https://sprzedajemy.pl/oferty-uzytkownika-9695220,,"
OFRERUJEMY:
* PODPISUJEMY UMOWĘ I DOSTAJESZ A1- ZATRUDNIAMY LEGALNIE,
*DOBRA PENSJA ORAZ LICZNE BONUSY DODATKOWE- ŚWIĄTECZNE, ZA POLECENIE INNEJ OSOBY DO PRACY:150EUR, INNE OKAZJONALNE,
*ODPROWADZAMY ZUS,
*PRACOWNIK REGULARNIE ZBIERA NA SWOJĄ EMERYTURĘ,
*ORGANIZUJEMY WYJAZD,
*MAMY WŁASNĄ FLOTĘ BUSÓW, ZABIERAMY SPOD DOMU I ZAWOZIMY DO DOMU PACJENTA,
*NA WYJAZD NIE CZEKASZ DŁUGO,
*JESTEŚMY ELASTYCZNI, DLUGOŚĆ WYJAZDU DOSTOSUJEMY DO TWOICH POTRZEB,
*ORGANIZUJEMY SZKOLENIA, A TAKZE KURS JEZYKA NIEMIECKIEGO,
*KAŻDA OPIEKUNKA MA SWOJEGO OPIEKUNA KONTRAKTU.
OFERUJEMY 10 000ZL NA RĘKĘ ZA 46 DNI NA KONTRAKCIE.
MASZ PYTANIA SKONTAKTUJ SIĘ JUŻ TERAZ:)
",,,,,Toruń,Pełen etat,Umowa zlecenie
03-02-2023,67326890,Doradca ds nieruchomości / okazałe zarobki,Wszystkie ogłoszenia/Ogłoszenia Gdynia/Praca Gdynia/Praca Sprzedawca / Kasjer Gdynia,https://sprzedajemy.pl/oferty-uzytkownika-9676441,,"
Poszukujemy osób ambitnych, zaradnych ,chcących wyjść poza schemat. Możliwości zarobkowe bez ograniczeń. 

Jeśli jesteś osobą komunikatywną ,która nie boi się wyzwań i stawia sobie wysoko poprzeczkę jest to praca idealna dla Ciebie. 

Osoba na tym stanowisku powinna :

- posiadać doświadczenie w sprzedaży i obsłudze klienta 
- posiadać umiejętności negocjacji 
- stawiać na rozwój oraz osiąganie licznych sukcesów zawodowych
- wykazywać samodzielność 
- cechować się wysoką kulturą osobistą

Korzyścią ,która zostanie doceniona będzie doświadczenie w branży nieruchomości, call center, bankowości lub sprzedaży. 

Zapewniamy:

- wysokie zarobki idące w parze z zaangażowaniem
- szkolenie zapewniające bardzo dobry start 
- miłą atmosferę oraz przyjazne podejście w pracy
- możliwości ciągłego rozwoju w firmie 
- dostęp do aplikacji związanych z branżą nieruchomości

Zainteresowanych proszę o kontakt telefoniczny lub wysyłanie CV.

Tel. ***-***-***
",3000,15000,zł,mies. brutto,,Pełen etat,Samozatrudnienie/Inna
05-05-2023,67789639,Przedstawiciel Handlowy (Agro) - Łany,Wszystkie ogłoszenia/Ogłoszenia Łany/Praca Łany/Praca Przedstawiciel handlowy Łany,https://sprzedajemy.pl/oferty-uzytkownika-9228410,,"
Zajmujemy się produkcją i sprzedażą maszyn oraz urządzeń dla rolnictwa, usług komunalnych, transportowych i recyklingu. Jesteśmy liczącym się na świecie producentem elementów pneumatyki i hydrauliki siłowej, osi do przyczep, a także profili stalowych i elementów z tworzyw sztucznych.
Nasza firma to ponad 3000 zatrudnionych pracowników, 9 nowoczesnych fabryk, w których na powierzchni 90 boisk piłkarskich powstaje codziennie 4 tysiące części z blisko 600 ton stali. Nieustannie inwestujemy w swój rozwój technologiczny, aby być nie tylko wiodącym producentem sprzętów rolniczych, ale również prekursorem wyznaczającym kierunek rozwoju naszej branży.

Przedstawiciel handlowy - Łany

Twój zakres obowiązków: 
• Budowanie i utrzymywanie bardzo dobrych relacji z klientami
• Realizacja planów sprzedaży
• Monitorowanie sprzedaży w podległym regionie
• Analiza działań konkurencji
• Dbanie o odpowiedni poziom ekspozycji w punktach dealerskich
• Uczestnictwo w targach i imprezach branżowych

Wymagania:
• Wykształcenie minimum średnie
• Doświadczenie na stanowisku związanym ze sprzedażą
• Znajomość branży rolniczej będzie dodatkowym atutem
• Wysokie umiejętności interpersonalne
• Operatywność i nastawienie na realizację założonych celów handlowych
• Obsługa komputera
• Czynne prawo jazdy kat. B
 
Oferujemy:
• Zatrudnienie u największego pracodawcy na Podlasiu gwarantującego stabilne zatrudnienie
• Pracę w innowacyjnej firmie, która odpowiednio lokuje potencjał każdego pracownika
• Umowę o pracę z atrakcyjnym wynagrodzeniem stałym, wspartym premią
• Młody, energiczny zespół otwarty na kreatywne pomysły i działania
• Możliwość ciągłego rozwoju zawodowego oraz podnoszenie kompetencji i kwalifikacji
• Dofinansowanie do posiłków pracowniczych

Jeśli jesteś zainteresowany zaaplikuj poprzez link:

http**************************************************************************************************
",5000,8500,zł,mies. brutto,Łany,Pełen etat,Umowa o pracę
15-03-2023,67459203,Asystent/Asystentka w biurze tłumaczeń,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Administracja biurowa Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9692655,,"
Sprawnie funkcjonujące na rynku biuro tłumaczeń poszukuje asystentki do obsługi klienta
Zakres obowiązków:
• ogólne wsparcie i pomoc w prowadzeniu sekretariatu biura tłumaczeń
• odpowiadanie na zapytania ofertowe składane przez klientów mailowo oraz telefonicznie, przyjmowanie i ewidencjonowanie zleceń
• udzielanie klientom informacji związanych z tłumaczeniami i realizacją ich zleceń oraz ogólna kontrola nad korespondencją przychodzącą i wychodzącą
• obsługa programu księgowego, wystawianie faktur i prowadzenie dokumentacji sprzedażowej
• budowanie i utrzymywanie pozytywnych relacji z klientami, dbanie o pozytywny wizerunek biura 
Wymagania:
• znajomość języka angielskiego i rosyjskiego na poziomie komunikatywnym w mowie i piśmie
• znajomość języka polskiego na poziomie j. ojczystego w mowie i piśmie
• ukończone studia co najmniej na poziomie licencjata
• cierpliwość i odporność na stres, umiejętność pracy pod presją czasu
• umiejętność szybkiego przyswajania wiedzy i adaptacji w nowym środowisku
• dobra umiejętność organizacji pracy
• obsługa komputera i urządzeń biurowych
• komunikatywność i otwartość i umiejętność pracy z klientem
• kultura osobista, rzetelność, dokładność, odpowiedzialność
• doświadczenie w obsłudze klienta będzie dodatkowym atutem
Co oferujemy:
• wynagrodzenie podstawowe plus premia za wyniki i osiągnięcia
• praca w dobrze prosperującym biurze o stabilnej pozycji na rynku
• serdeczna atmosfera w dynamicznym zespole
• program wdrożeniowy oraz szkolenia w celu ciągłego podnoszenia kwalifikacji
Osoby zainteresowane prosimy o przesłanie CV ORAZ LISTU MOTYWACYJNEGO.
Prosimy o dopisanie klauzuli: „Zgodnie z art.6 ust.1 lit. a ogólnego rozporządzenia o ochronie danych osobowych z dnia 27 kwietnia 2016 r. (Dz. Urz. UE L 119 z 04.05.2016) wyrażam zgodę na przetwarzanie danych osobowych zawartych w mojej ofercie pracy dla potrzeb aktualnej i przyszłych rekrutacji”
Firma z branży translatorskiej, obsługująca klientów korporacyjnych oraz indywidualnych. Działa na rynku od 10 lat, posiada stabilną pozycję i szeroką bazę klientów. Lokalizacja w doskonałym punkcie komunikacyjnym, niedaleko stacji metra „Dworzec Wileński”. Firma nastawiona na długoterminowe relacje z pracownikami.
",,,,,Warszawa,Pełen etat,Umowa o pracę
25-04-2023,67747790,zatrudnię Fakturzystka + ogólne prace biurowe Kol.Skarszewek,Wszystkie ogłoszenia/Ogłoszenia Kolonia Skarszewek/Praca Kolonia Skarszewek/Praca Administracja biurowa Kolonia Skarszewek,https://sprzedajemy.pl/oferty-uzytkownika-8270651,,"
zatrudnię Fakturzystka + ogólne prace biurowe Kolonia Skarszewek gm. Żelazków

Poszukuję fakturzystki do ogólnych prac biurowych, dobre zarobki ale to zależy od zaangażowania - pełny etat - stała praca, umowa o pracę od zaraz, wszystkie świadczenia,
mile widziany angielski niemiecki w stopniu komunikatywnym, praca w miejscowości Kolonia Skarszewek, 62-817 Żelazków 
praca Pn.-Pt 8.00-16.00 godziny do ustalenia możliwość 9.00-17.00 praca w klimatyzowanym i ogrzewanym biurze.

Kolonia Skarszewek, 62-817 Żelazków
Piotr  *********
Tomasz 604590690 
email: pi**r@t**********.pl
",,,,,Kolonia Skarszewek,Pełen etat,Umowa o pracę
27-03-2023,67609149,Malarz - Szpachlarz- praca od zaraz,Wszystkie ogłoszenia/Ogłoszenia Elbląg/Praca Elbląg/Praca Budownictwo / Geodezja Elbląg,https://sprzedajemy.pl/oferty-uzytkownika-9499217,,"
Zakres obowiązków:

szpachlowanie

szlifowanie

malowanie

mile widziana podstawowa umiejętność tynkowania

Wymagania:

doświadczenie w pracy na budowie min. 1 rok

samodzielność

kultura osobista

punktualność

umiejętność pracy w zespole

Oferujemy:

wynagrodzenie godzinowe od 20 do 25 netto zł w zależne od umiejętności i zaangażowania

praca na miejscu w Elblągu ( poniedziałku do piątku)

umowa o pracę

„Wyrażam zgodę na przetwarzanie moich danych osobowych zamieszczonych w niniejszym CV przez Devpark sp. z o.o. z siedzibą przy ul. Wspólnej 15/1 62-052 Komorniki dla celów procesów rekrutacyjnych prowadzonych przez Devpark sp. z o.o.. W każdej chwili przysługuje Ci prawo do wycofania zgody na przetwarzanie, jednak cofnięcie zgody nie wpływa na zgodność z prawem przetwarzania, które miało miejsce przed wycofaniem przez Ciebie zgody. Devpark sp. z o.o. nie podejmuje decyzji w sposób zautomatyzowany w przypadku przetwarzania danych w procesie rekrutacji. Szczegółowe informacje dotyczące przetwarzania Twoich danych osobowych określa Polityka prywatności.
",,,,,Elbląg,Sezonowa,Umowa o pracę
14-04-2023,67236422,Mechanik motocyklowy,Wszystkie ogłoszenia/Ogłoszenia Rybnik/Praca Rybnik/Praca Motoryzacja Rybnik,https://sprzedajemy.pl/oferty-uzytkownika-2456862,,"
Ogłoszenie kieruję do osób młodych, uczących się / studiujących, którzy mają wolne popołudnia/wieczory, jak i wolne weekendy. 

Jeśli interesujesz się starą motoryzacją, odróżniasz Kyvackę od Panelki, potrafisz ustawić zapłon na platynkach, posiadasz zdolności manualne oraz wiedzę pozwalające na poskładanie i uruchomienie starego dwusuwa, to łap za telefon i wysyłaj SMS na nr: 6*9*7*3*5*4*4*2*8. Gwarantuję, że oddzwonię i umówimy się na rozmowę o pracę :)
",15,30,zł,godz. brutto,Rybnik,Część etatu,Umowa zlecenie
18-04-2023,67714182,Kelner - praca w Szwecji (1591),Wszystkie ogłoszenia/Ogłoszenia Lublin/Praca Lublin/Praca Gastronomia / Catering Lublin/Praca Kelnerzy Lublin,https://sprzedajemy.pl/oferty-uzytkownika-9685626,,"
Obecnie dla naszego klienta ze Szwecji poszukujemy kandydatów na stanowisko:
Kelner - praca w Szwecji
Lokalizacja: Älvsbyn
Zadania: • Przyjmowanie zamówień, znajomość menu i potraw.
Wymagania: język angielski, podobne doświadczenie zawodowe.
Oferujemy: umowę o pracę na pełny etat, 218 SEK//h (gross), darmowe zakwaterowanie.
Po więcej informacji zapraszamy pod numer telefonu i e-mail: 
 info [ @ ] reditus.lt , +370 611 45080.
",,,,,Lublin,Pełen etat,Umowa o pracę
16-03-2023,67378033,Oferta pracy emeryt,Wszystkie ogłoszenia/Ogłoszenia Gaszowice/Praca Gaszowice/Praca Motoryzacja Gaszowice,https://sprzedajemy.pl/oferty-uzytkownika-8355057,,"
Witam 
Dam pracę najlepiej tak zwanej złotej rączce  emerytowi .Praca przy samochodach przygotowywanie do sprzedaży odkurzanie mycie itp. i ewętualnie pomoc przy domu ogólne pracę domowe koszenie itp..
Wynagrodzenie adekwatne do chęci i wykonu za dobrą pracę dobrze zapłacę. 
Doświadczenie aż tak nie jest ważne jak chęć pracy pewnych zeczy można się nauczyć. 
Praca bardzo elastyczna godzinowo zawsze do dogadania godziny pracy i ewetualnie dni. Jedyny warunek to na trzeźwo w pracy i nie prosto z libacji :) 
Chętnych zapraszam do rozmowy
Lokalizacja Gaszowice
",35,35,zł,godz. brutto,,Inna,Umowa zlecenie
28-04-2023,67763413,Opiekun osób starszych,Wszystkie ogłoszenia/Ogłoszenia Luboń/Praca Luboń/Pozostała praca Luboń,https://sprzedajemy.pl/oferty-uzytkownika-9735083,,"
Praca od zaraz na terenie miasta Luboń.

Fundacja Inkubator Innowacji Społecznych zatrudni:
- opiekuna osób starszych
- asystenta osobistego osoby niepełnosprawnej
- opiekuna medycznego
Praca stała lub dodatkowa w domu podopiecznego (kilka godzin w ciągu dnia, ewentualnie weekendy).
Zainteresowane osoby z kwalifikacjami lub doświadczeniem w opiece prosimy o kontakt telefoniczny: ***-***-*** od poniedziałku do piątku w godzinach 8.00 – 16.00 lub wysłanie CV na adres e-mail: fi*******o@g*****com
",19,27,zł,godz. brutto,Luboń,Sezonowa,Inna
04-01-2023,67172608,Szkolenie Przedstawiciel Handlowy 18-29 lat,Wszystkie ogłoszenia/Ogłoszenia Zawiercie/Praca Zawiercie/Pozostała praca Zawiercie,https://sprzedajemy.pl/oferty-uzytkownika-1781912,,"
Poszukuję osób do projektu unijnego, w wieku 18-29 lat:) 

Trzy dni szkolenia na przedstawiciela handlowego, z elementami pracownika biurowego lub kasą fiskalną. 
Zapewniamy poczęstunek i stypednium szkoleniowe ?

Osoby bezrobotne lub bierne zawodowo, nie uczące się dziennie, bez działalności. Więcej informacji udzielę na priv ?
",,,,,,Inna,Inna
02-03-2023,67475621,Pracownik Ogólnobudowlany,Wszystkie ogłoszenia/Ogłoszenia Mikołów/Praca Mikołów/Praca fizyczna Mikołów,https://sprzedajemy.pl/oferty-uzytkownika-8780562,,"
PL

Firma budowlana z Mikołowa poszukuje pracownika budowlanego do rozkładania i składania rusztowań. Praca obejmuje 10 godzin dziennie, a my zapewniamy transport do pracy oraz ciuchy robocze. Dla chętnych oferujemy dobre warunki mieszkaniowe, a dla obcokrajowców załatwiamy karty Polaka.

Stawki w firmie są bardzo konkurencyjne i zależą od doświadczenia pracownika. W firmie wynagrodzenia wahają się od 20zł do 35zł.

Jeśli jesteś zainteresowany pracą w naszej firmie, prosimy o kontakt pod numerem telefonu 576x175x805. Chętnie odpowiemy na wszystkie pytania oraz umówimy się na rozmowę rekrutacyjną.


UA

Будівельна компанія з Міколува шукає будівельника для розбирання та перекриття риштувань. Робота по 10 годин на день, ми забезпечуємо транспортом на роботу та тижневим одягом. Для хороших житлових умов, а для іноземців ми оформляємо карти поляка.

Розцінки компанії дуже схожі і оцінюються як досвід співробітника. Зарплати в компанії коливаються від 20 до 35 злотих.

Якщо ви зацікавлені у роботі в нашій компанії, будь ласка, зв'яжіться з нами 576x175x805. Ми з радістю відповімо на всі ваші запитання та домовимося про підбір персоналу.
",20,35,zł,godz. brutto,Mikołów,Pełen etat,Umowa o pracę
01-05-2023,66366080,Zamieszkanie,Wszystkie ogłoszenia/Ogłoszenia Białka/Praca Białka/Pozostała praca Białka,https://sprzedajemy.pl/oferty-uzytkownika-9538095,,"
Oferuję zamieszkanie na wsi dla kobiety w wieku 40-55 wzamian za opiekę nad niepełnosprawnym
",1000,2000,zł,mies. brutto,Białka,Inna,Inna
