word,emotions
jednostka indukcyjność,0
jednostka informacja,0
jednostka lepkość,0
jednostka luminancja,0
jednostka masy,0
jednostka masy atomowy,0
jednostka metryczny,0
jednostka miara,0
jednostka miary strumienia świetlny,0
jednostka miary układu SI,0
jednostka miary używana w żegluga,0
jednostka moc,0
jednostka momentu magnetyczny,0
jednostka monetarny,0
jednostka napięcie,0
jednostka natężenia ból,0
jednostka natężenia pola magnetyczny,0
jednostka natężenia prąd,0
jednostka natężenia światły,0
jednostka naukowy,0
jednostka objętości ciał sypki,0
jednostka objętości płyn,0
jednostka objętość,0
jednostka odległość,0
jednostka organizacyjny,0
jednostka osadniczy,0
jednostka pamięci komputer,0
jednostka pojemności elektryczny,0
jednostka pomocniczy,0
jednostka potencjał,0
jednostka powierzchny,0
jednostka poziomu natężenia dźwięk,0
jednostka praca,0
jednostka promieniowanie,0
jednostka przekroju czynny,0
jednostka przewodność,0
jednostka przyśpieszyć,0
jednostka prędkość,0
jednostka radioaktywność,0
jednostka remontowy,0
jednostka rezystancja,0
jednostka rozrachunkowy,0
jednostka siła,0
jednostka siły elektromotoryczny,0
jednostka siły magnetomotoryczny,0
jednostka specjalny,0
jednostka strumienia indukcji magnetyczny,0
jednostka systematyczny,0
jednostka taksonomiczny,0
jednostka taktyczny,0
jednostka taryfikacyjny,0
jednostka twardość,0
jednostka uczestnictwo,0
jednostka układu SI,0
jednostka walutowy,0
jednostka zależny,0
jednostka zdawkowy,0
jednostka zużycia paliwo,0
jednostka ładunku elektryczny,0
jednostka światłość,0
jednostkowy,0
jednostopniowy,0
jednostronna,1
jednostronność,1
jednostronny,1
jednostrzałowy,0
jednoszeregowy,0
jednoszpaltowy,0
jednota,0
jednotarczowiec,0
jednotematyczny,1
jednotonny,0
jednotorowość,1
jednotorowy,1
jednouchy,0
jednowarstwowiec,0
jednowartościowy,0
jednowersowy,0
jednowiekowy,0
jednowierszowy,0
jednowymiarowy,1
jednowątkowość,0
jednowładca,0
jednowładztwo,0
jednozdaniowy,0
jednozgodnia,1
jednoznacznie,1
jednoznaczność,0
jednoznaczny,1
jednośladowy,0
jedność,1
jednym dech,0
jedwab,0
jedwabista,1
jedwabisty,1
jedwabnia,1
jedwabnictwo,0
jedwabniczkzić,0
jedwabnikowaty,0
jedwabny,1
jedwabny szlaka,0
jedynactwo,0
jedynak,0
jedynka,0
jedynkowy,0
jedynowładca,0
jedynowładczość,0
jedynowładczy,0
jedynowładztwo,0
jedyny,1
jeholopter,0
jehowa,1
jehowita,1
jejmość,1
jelcynowski,0
jeleniogórski,0
jeleniowaty,0
jeleń,1
jelito czczy,0
jelito kręty,0
jelito prosty,0
jelito ślepy,0
jelitodyszec,0
jelitodyszny,0
jelonek,0
jelonek rogacz,0
jelonkowaty,0
jelonkowy,0
jemiołowy,0
jemiołuszka,0
jemiołuszkowaty,0
jena,0
jeneralny,0
jeniec,0
jenot,0
jera jajowaty,0
jera pospolity,0
jera wielki,0
jerowaty,0
jerzyk,0
jerzykowaty,0
jerzykowy,0
jesienna,0
jesienny,0
jesień,0
jesionowy,0
jesiotr,0
jesiotr adriatycki,0
jesiotr amerykański,0
jesiotr atlantycki,0
jesiotr bajkalski,0
jesiotr bałtycki,0
jesiotr biały,0
jesiotr gwiaździsty,0
jesiotr jeziorny,0
jesiotr kaspijski,0
jesiotr krótkonosy,0
jesiotr ostronos,0
jesiotr perski,0
jesiotr południowokaspijski,0
jesiotr rosyjski,0
jesiotr syberyjski,0
jesiotr wschodni,0
jesiotr właściwy,0
jesiotr zachodny,0
jesiotrowaty,0
jestestwo,0
jeszcz,1
jeszcze jaka,1
jesziba,0
jesziwa,0
jeszybot,0
jezdnia,0
jezioreczko,0
jeziorko,0
jeziorność,0
jezioro,0
jezioro ałasowy,0
jezioro biogeniczny,0
jezioro cyrkowy,0
jezioro deltowy,0
jezioro drumlinowy,0
jezioro dystroficzny,0
jezioro ekstraglacjalny,0
jezioro endoreiczny,0
jezioro episzelfowy,0
jezioro eutroficzny,0
jezioro eworsyjny,0
jezioro fiordowy,0
jezioro glacjalny,0
jezioro gorzki,0
jezioro hipertroficzny,0
jezioro humotroficzny,0
jezioro humusowy,0
jezioro karowy,0
jezioro kosmiczny,0
jezioro krasowy,0
jezioro lagunowy,0
jezioro limanowy,0
jezioro lobeliowy,0
jezioro lodowcowy,0
jezioro meandrowy,0
jezioro meteorytowy,0
jezioro mezotroficzny,0
jezioro morenowy,0
jezioro okresowy,0
jezioro oligotroficzny,0
jezioro osuwiskowy,0
jezioro peryglacjalny,0
jezioro pluwialny,0
jezioro podlodowcowy,0
jezioro polihumusowy,0
jezioro polimiktyczny,0
jezioro politroficzny,0
jezioro poljowy,0
jezioro polodowcowy,0
jezioro proglacjalny,0
jezioro przepływowy,0
jezioro przybrzeżny,0
jezioro przyozowy,0
jezioro przóżyźnić,0
jezioro ramienicowy,0
jezioro reliktowy,0
jezioro ryftowy,0
jezioro rynnowy,0
jezioro saprotroficzny,0
jezioro solankowy,0
jezioro subglacjalny,0
jezioro supraglacjalny,0
jezioro słodki,0
jezioro słodkowodny,0
jezioro słony,0
jezioro tektoniczno-polodowcowy,0
jezioro tektoniczny,0
jezioro termokrasowy,0
jezioro wulkaniczny,0
jezioro wydmowy,0
jezioro wytopiskowy,0
jezioro zapadliskowy,0
jezioro zaporowy,0
jezioro zastoiskowy,0
jezuicki,1
jezuita,1
jezuskowy,1
jełki,1
jełopa,1
jeść,1
jeździecki,0
jeździectwo,0
jeździć,1
jeż morski,0
jeżak brzegowy,0
jeżasty,0
jeżowaty,0
jeżowiec,0
jeżowiec jadalny,0
jeżowiec przybrzeżny,0
jeżozwierz,0
jeżozwierzowaty,0
jeżynowy,0
jeżątko,0
jiao,0
jinja,0
jiuować,0
joannita,0
jobibit,0
jobywatelka,1
jodować,0
jodzica,0
jodłownicowaty,0
jodłowski,0
jodłowy,0
jogicznia,0
jogurcik,0
jogurt,0
jogurteria,0
jogurtowy,0
johimbina,0
jojczyć,1
jolka,0
jonasz,1
joniczny,0
jonik,0
jonizować,0
jonizować się,0
jonosfera,0
jordanka,0
jordański,0
jork,0
jottabajt,0
jottabit,0
jottaflops,0
jować,0
jowialnia,1
jowialność,1
jowialny,1
jowiszowy,1
jołopa,1
joński,0
juan,0
jubel,1
jubiler,0
jubilernia,0
jubilerski,1
jubileusz,1
juchtowy,0
juczny,0
juczć,0
judaica,0
judaika,0
judaista,0
judasz,1
judaszowe srebrnik,1
judaszowski,1
judaszowskie srebrnik,1
judaszowy,1
judenzyć,0
judeochrześcijański,0
judo,0
judziciel,1
judzić,1
juga,0
jugosłowiański,0
juhas,0
juhaski,0
jujuts,0
juliański,0
jumać,1
jumping,0
junacki,1
junak,1
junat,0
jung,0
junga,0
jungista,0
jungowski,0
junioa,0
junior,0
junkier,0
junkierstwo,1
junta,1
juować,0
jura,0
jurgielt,0
jurność,1
jurny,1
juror,0
jurta,0
jurydyka,0
jurysdykcyjny,0
jurzyć,1
jurzyć się,1
justyfikacja,0
justyniański,0
juszyć,0
jutowy,0
jutro,0
jutrzejszy,0
jutrzynaa,0
juwenalia,0
juwenilia,0
jądro,0
jądrowiec,0
jądrowy,0
jąkała,1
jątrew,0
jątrzyciel,1
jątrzyć się,1
jęczenie,1
jęczeć,1
jęczmienisko,0
jęczmień,0
jęczmyk,0
jędrnie,1
jędrność,1
jędrny,1
jędrzejowski,0
jędza,1
jędzon,0
jędzowaty,1
jękliwy,1
jęklić,1
jętka,0
jętka górski,0
jętka pospolity,0
jętki,0
jętkowaty,0
jętkowy,0
języczek u waga,1
języczny,0
język,0
język artystyczny,0
język chorwacki,0
język dungański,0
język elf,0
język ezopowy,0
język indosłowiański,0
język kantoński,0
język klingoński,0
język nandoriński,0
język praindoeuropejski,0
język prasemicki,0
język prasłowiański,0
język protosemicki,0
język quenejski,0
język sindariński,0
język starogrecki,0
język szaroelficki,0
język wustawa,0
języki bałtycki,0
języki mandaryński,0
języki słowiański,0
języki turański,0
językowiec,0
językowość,0
językowy,0
językoznawca,0
językoznawczy,0
kA,0
kB,0
kG,0
kHzyt,0
kJ,0
kL,0
kV,0
kVA,0
kW,0
kWgodzina,0
kabalarz,0
kabalista,0
kabalistyczniąć,0
kabalistyczny,0
kabani,1
kabanos,0
kabaret,0
kabareton,0
kabaretowy,1
kabała,1
kabel,0
kabelgat,0
kaber,0
kabina,0
kabina prysznicowy,0
kabina radiowy,0
kabina sterowniczy,0
kabinka,0
kablooperator,0
kabotaż,0
kabotaż mały,0
kabotaż wielki,0
kabotynizm,1
kabotyński,1
kabotyństwo,1
kabuta,0
kabłąkowaty,0
kacenjamer,1
kacerz,1
kacet,1
kacetowiec,0
kacheksja,0
kachina,0
kacyk,1
kacykowaty,0
kaczenica,0
kaczka,0
kaczka labradorski,0
kaczkarnia,0
kaczki,0
kaczki nurkować,0
kaczki właściwy,0
kaczkowaty,1
kacznik,0
kaczodzioby,0
kaczy,1
kaczy dół,1
kaczyzm,1
kaczątko,0
kaczę,0
kadaster,0
kadaweryna,0
kadencja,0
kadencyjność,0
kadi,0
kadin,0
kadra,0
kadrowy,0
kadry,0
kadrówka,0
kaducznić,1
kaduczny,0
kaduk,0
kadzidlanin,0
kadzidlany,0
kadzidłowy,0
kadzielnica,0
kadzielniczka,0
kadłubownia,0
kadłubowy,0
kadź,0
kaem,0
kafar,1
kafarnik,0
kafarownia,0
kafarowy,0
kafejka,0
kafejka internetowy,0
kafejkarz,0
kafelkarz,0
kafeteria,0
kafir,1
kafkowski,1
kaflarnia,0
kaflarz,0
kafryjski,0
kag,0
kahalnik,0
kahał,0
kahuna,0
kaid,0
kainowe piętno,1
kainowe znamię,1
kainowy,1
kaja,0
kajakarstwo,0
kajakować,0
kajdaniarz,1
kajgulik,0
kajman,0
kajper,0
kajtek,1
kajuta,0
kajutka,0
kajzer,1
kakado,0
kakaowy,0
kakać,0
kakodyl,0
kakofonia,1
kakofoniczny,1
kaktusiarz,0
kaktusowaty,0
kaktusowy,0
kaktusówka,0
kalabr,0
kalabryjski,0
kalafiorowy,1
kalambur,0
kalamburowy,0
kalamondino,0
kalanus,0
kalcyfikacja,0
kalcytowy,0
kaldera,0
kalderowy,0
kalectwo,1
kalectwo umysłowy,1
kalectwo życiowy,1
kaleczeć,1
kaledoński,0
kalejdoskop,1
kalejdoskopowy,1
kaleka życiowy,1
kaleki,1
kalendarz,0
kalendarz chiński,0
kalendarz kościelny,0
kalendarz księżycowy,0
kalendarz lunarny,0
kalendarz słoneczny,0
kalendarz słowiański,0
kalendarzyk małżeński,0
kalendy,0
kaliber,1
kalibrowy,1
kalif,0
kalifat,0
kalifornijski,0
kalifornozaur,0
kalikstyn,0
kalinek błękitny,0
kalinowy,0
kaliski,0
kalić,1
kalić się,1
kalka,0
kalka ceramiczny,0
kalka kreślarski,0
kalka maszynowy,0
kalka ołówkowy,0
kalka szkicowy,0
kalka techniczny,0
kalkowy,1
kalkulacyjność,0
kalkulator,1
kalmar,0
kalmarokształtny,0
kalmarowaty,0
kalmarzec,0
kaloria,0
kaloryczność,0
kalorycć,0
kaloszowy,0
kalpa,0
kalumniator,1
kalwaria,0
kalwiński,0
kamamber,0
kamarazaur,0
kamaryla,1
kamasznik,0
kambium,0
kambium waskularny,0
kambuza,0
kameduła,0
kameleon,1
kameleonowaty,1
kameleonowy,1
kamena,0
kameowy,0
kameralista,0
kameralnia,1
kameralność,1
kameralny,1
kamerdyner,0
kamerher,0
kamerjunkier,0
kamerling,0
kamerzysta,0
kamforowy,0
kamienica,0
kamieniczka,0
kamieniec,0
kamieniołom,0
kamienista,1
kamienistość,0
kamienisty,1
kamienne serce,1
kamiennia,1
kamienność,1
kamienny,1
kamień,1
kamień budowlany,0
kamień milowy,1
kamień nazębny,0
kamień nerkowy,0
kamień nosowy,0
kamień obraza,1
kamień pępkowy,0
kamień u szyja,1
kamień węgielny,0
kamień żółciowy,0
kamikaga,1
kamikaz,1
kamilianin,0
kamionka,0
kamionkowy,0
kammerlader,0
kamora,0
kamorra,0
kamorysta,0
kampania,0
kampanila,0
kampański,0
kampong,0
kampowy,1
kampus,0
kampylognatoid,0
kamrat,1
kamuflaż,1
kamuflet,0
kamykowy,0
kanada,1
kanadyjczyk,0
kanadyjkarstwo,0
kanadyjski,0
kanalarz,0
kanalia,1
kanalik,0
kananejski,0
kanapowiec,1
kanarkowożółty,0
kanarkowy,0
kanasta,0
kanał,1
kanał burzowy,0
kanał dla orkiestra,0
kanał irygacyjny,0
kanał lateralny,0
kanał przerzutowy,0
kanał łączność,0
kanał żeglowny,0
kanał żeglugowy,0
kanałek,0
kancelaria,0
kancelaria notarialny,0
kancelaria papieski,0
kancelaria tajny,0
kancelaryjka,0
kancelaryjność,0
kancelaryjny,0
kancera,1
kancerogen,0
kancerogenn,1
kancerogenny,1
kanciapa,1
kanciarz,1
kanciastość,1
kanciasty,1
kancik,0
kanclerstwo,0
kanclerz,0
kanclerzanka,0
kanclerzyna,0
kanczyl,0
kanczylowaty,0
kandela,0
kandelabrowy,0
kanefora,0
kanele,0
kanelowanie,0
kanelura,0
kangur tulaka,0
kanguroszczur pustynny,0
kanguroszczur stepowy,0
kanguroszczurowaty,0
kangurowaty,0
kangury drzewny,0
kangurzy,0
kangurzątko,0
kania,0
kania bramiński,0
kania brunatny,0
kania czarny,0
kania jasnobarkowy,0
kania rdzawy,0
kania rudy,0
kania syberyjski,0
kania zielonoprzylądkowy,0
kanialuk szary,0
kanibal,1
kanibalizm,0
kanikuła,0
kanion,0
kanion podmorski,0
kanister,0
kaniuk,0
kaniuk amerykański,0
kaniuk australijski,0
kaniuk długostć,0
kaniuk stepowy,0
kaniuk sundajski,0
kaniuk zwyczajny,0
kanię,0
kanka,0
kanon,0
kanonia,0
kanonicki,0
kanonicznia,1
kanoniczny,0
kanonik laterański,0
kanonik regularny,0
kanonik regularny laterański,0
kanonika,0
kanonikat,0
kanonista,0
kanonizacyjny,0
kanonizować,0
kant,1
kantaryda,0
kantarydyna,0
kantata,0
kantatowy,0
kanton,0
kantonalny,0
kantonista,0
kantonizacja,0
kantor,0
kantorat,0
kantoria,0
kantorka,0
kantowski,0
kantoński,0
kantylena,0
kantylenowy,0
kantyna,0
kantyniarz,0
kantysta,0
kapalin,0
kapanina,1
kaparowy,0
kapcan,1
kapeczka,0
kapela,0
kapelan,0
kapelmistrzostwo,0
kapelusznictwo,0
kapepowiec,0
kaper,0
kaperiusz,0
kaperstwo,0
kapeńka,0
kapibarowaty,0
kapik,0
kapilarnia,0
kapilarny,0
kapinka,0
kapista,0
kapiszonowy,0
kapitalik,0
kapitalista,1
kapitalistyczniąć,0
kapitalizacja,0
kapitalizm,0
kapitalizm państwowy,0
kapitalnia,1
kapitalny,1
kapitalny remonta,0
kapitana,0
kapitanat,0
kapitanat porto,0
kapitania,0
kapitania generalny,0
kapitanka,0
kapitanostwo,0
kapitanowy,0
kapitał akcyjny,0
kapitał czynny,0
kapitał finansowy,0
kapitał ludzki,1
kapitał naturalny,0
kapitał obcy,0
kapitał obrotowy,0
kapitał początkowy,0
kapitał podstawowy,0
kapitał powierzyć,0
kapitał rezerwowy,0
kapitał rzeczowy,0
kapitał samofinansowanie,0
kapitał społeczny,1
kapitał trwały,0
kapitał własny,0
kapitał z aktualizacji wycena,0
kapitał zakładowy,0
kapitał zapasowy,0
kapitał założycielski,0
kapitała,1
kapitałochłonność,0
kapitałochłonny,0
kapitałooszczędny,0
kapitałowość,0
kapitałowy,0
kapitański,0
kapitaństwo,0
kapitel,0
kapitozaur,0
kapitulacja,1
kapitulancki,1
kapitulanctwo,1
kapitulant,1
kapitularz,0
kapitulum,0
kapituła,0
kapituła generalny,0
kapituła katedralny,0
kapituła kolegiacki,0
kapituła metropolitalny,0
kapka,0
kapkan,0
kaplica,0
kaplica chrzcielny,0
kaplica loretański,0
kaplica przedpogrzebowy,0
kaplica przycmentarny,0
kaplica wotywny,0
kapliczka,0
kapo,0
kaponiera,0
kapotaż,0
kappa,0
kapralski,1
kapralstwo,1
kaprawy,1
kaprozucha,0
kaprys,1
kaprysić,1
kaprysnąć,1
kapryśnik,1
kapryśność,1
kapryśny,1
kapsla,0
kapslarz,0
kapsuła,0
kapsuła powrotny,0
kapsuła ratunkowy,0
kapsuła zrzutowy,0
kapsułka,0
kapsułkowy,0
kapsyd,0
kapsztadzki,0
kaptur,0
kapturka,0
kapturkowaty,0
kapturnik,0
kapturnikowaty,0
kapturowy,1
kapucha,0
kapucyn,0
kapucynka,0
kapucynka białoczelny,0
kapucynka czarnobiały,0
kapucynka czubaty,0
kapucynka oliwkowy,0
kapucynka właściwy,0
kapusta,0
kapustnik,0
kapustowaty,0
kapuściana głowa,1
kapuściany,0
kapuściany łeb,1
kapuścisko,0
kapuśnisko,0
kapłan,0
kapłański,0
kapłonić,1
kara pieniężny,1
kara talion,0
karabin iglicowy,0
karabin maszynowy,0
karabin maszynowy Browning M1918,0
karabin maszynowy MG08,0
karabin maszynowy Maxima,0
karabin odtylcowy,0
karabinek Gallager,0
karaczan,0
karaczan amerykański,0
karaczan australijski,0
karaczan prusak,0
karaczan wschodni,0
karafeczka,0
karafinka,0
karafka,0
karaibski,0
karaim,0
karaita,0
karakal,0
karakara białobrzuchy,0
karakara czarnobrzuce,0
karakara czarny,0
karakurt,0
karakurt trzynastokropeka,0
karalni,1
karalny,0
karaluch,0
karaluch amerykański,0
karambol 3-bandowy,0
karambola,1
karany,1
karaoke,0
karasiowy,0
karat,0
karat metryczny,0
karaty,0
karawana,0
karawaniarski,1
karawaning,0
karawaningowy,0
karawanseraj,0
karb,0
karbik,0
karbonar,0
karbonariusz,0
karbonylowy,0
karborundowy,0
karbowaniec,0
karbować,0
karbowić,0
karbunkuł,0
karbunkułowy,0
karcer,1
karcharodontozaur,0
karcianka,0
karcianka kolekcjonerski,0
karciarnia,0
karciarstwo,0
karciarz,1
karciciel,1
karcić,1
karcynogen,0
karcynogenn,1
karcynogenny,0
karczemka,0
karczemniić,1
karczemny,1
karczma,0
karczma piwny,0
karczmarzyć,0
karczoch,0
karczowisko,0
karczownik,0
karczunek,0
kardamonowy,0
kardiochirurg,0
kardioidalnia,0
kardiolog,0
kardiologia,0
kardynalnia,1
kardynalny,0
kardynalski,0
kardynał,0
kardynał biskup,0
kardynał diakon,0
kardynał prezbiter,0
kardynał-biskup,0
kardynał-diakon,0
kardynał-prezbiter,0
karelski,0
karelski pies na niedźwiedź,0
karencja,0
karga,0
kariama czarnonogi,0
kariama czerwononogi,0
kariatyda,1
kariać,0
kariera,1
karierowicz,1
kariogenn,0
kariogenny,0
kariokineza,0
kariokineza redukcyjny,0
kariokineza somatyczny,0
kariota,0
kariotyp,0
kark,1
karkołomnia,1
karkołomność,1
karkołomny,1
karlista,0
karlić,1
karmazyn,0
karmazynowy,0
karmelita,0
karmelita bosy,0
karmelita trzewiczkowy,0
karmelizować,0
karmelizować się,0
karmelkowy,1
karmelowy,0
karminowoczerwony,0
karminowy,0
karmić,1
karnawał,0
karnawałowicz,0
karnawałowość,1
karnawałowy,1
karner,0
karniaczka,1
karniak,1
karnik,0
karnista,0
karnoskarbowy,0
karnozaur,0
karność,1
karny,1
karo,0
karob,0
karoliński,0
karotenowy,0
karownik,0
karowy,0
karpacki,0
karpiniarz,0
karpiokształtny,0
karpiowaty,0
karpiowy,0
karta,0
karta podatkowy,0
karta tytułowy,0
karta wizytowy,0
kartaczownica,0
kartaczownica Gatling,0
kartaczowy,0
kartagiński,0
kartel,1
kartel narkotykowy,0
kartelizacja,0
kartezjański,0
karting,0
kartka,0
kartofelkowaty,0
kartoflany,1
kartoflarnia,0
kartoflisko,0
kartograf,0
karton,0
kartonaż,0
kartoniarka czarny,0
kartonik,0
kartonowy,1
kartonówka zwyczajny,0
kartuza,0
kartuzja,0
karty,0
karuzela,0
karuzelowy,0
karwing,0
kary,0
karygodny,1
karygować,1
karykatura,0
karykaturalnie,1
karykaturalny,1
karypel,1
karzeł,1
karzełek,0
karzełkowatość,0
karzełkowaty,1
karłowatość,1
karłowaty,1
karłowaty wilk japoński,0
karłowaty wilk z Honsiustawa,0
karłowy,0
karłątek akteon,0
karłątek ceglasty,0
karłątek klinek,0
karłątek kniejnik,0
karłątek leśny,0
karłątek ryski,0
karłątek tarninowy,0
karłątkowaty,0
karń,1
kasa bracki,0
kasa chory,0
kasa mieszkaniowy,0
kasa oszczędnościowy,0
kasa pożyczkowy,0
kasa zapomogowy,0
kasacja,1
kasacyjny,0
kasandryczny,1
kasandrycę,1
kasarnia,0
kasata,0
kasać,0
kaseta,0
kasetka,0
kaseton,0
kasiarz,1
kasiasty,1
kasiora,1
kasiorekć,1
kasjer,0
kaska,0
kaskada,0
kaskader,1
kaskaderka,0
kaskaderski,1
kaskaderstwo,0
kaskadowy,0
kasować,1
kasowość,1
kasowy,1
kaspijski,0
kasta,1
kastanietowy,0
kastra,0
kastrat,0
kastrator,0
kastylijski,0
kastylski,0
kasyno,0
kasza,0
kasza gryczany,0
kasza jaglany,0
kasza jęczmienny,0
kasza kukurydziany,0
kasza manna,0
kaszalot,0
kaszalot karłowaty,0
kaszalot mały,0
kaszalot płaskonosy,0
kaszalotowaty,0
kaszarnia,0
kaszarnictwo,0
kaszarstwo,0
kaszel,0
kaszel suchy,0
kaszetka,0
kaszmirowy,0
kaszowaty,1
kasztanowaty,0
kasztanowobrązowy,0
kasztanowy,0
kasztel,0
kasztelan,0
kasztelan drążkowy,0
kasztelan krzesłowy,0
kasztelan mniejszyć,0
kasztelan wyżesoki,0
kasztelania,0
kasztelanka,0
kasztelanowy,0
kasztelaństwo,0
kaszubski,0
kaszubskość,0
kataboliczny,0
katadromiczny,0
katafalk,0
katakać,0
kataklizm,1
katakumba,0
katakumby,0
katalepsja,0
kataleptyk,0
katalityczny,0
katalizator,0
katalog,0
katalogowy,0
kataloński,0
katapleksja,0
katapultować,0
katar,0
katar kiszki,1
katar sienny,0
katarakta,0
katarktycznia,1
katartycć,1
katarynkowy,0
kataster,0
kataster nieruchomość,0
katastrofa,1
katastrofa budowlany,0
katastrofa ekologiczny,1
katastrofa gospodarczy,1
katastrofa kosmiczny,0
katastrofa naturalny,1
katastrofaln,1
katastrofalny,1
katastroficznia,1
katastroficzny,1
katastrofista,1
katatonia,0
katatoniczny,0
katatonik,0
katatymiczny,0
katechetyczny,0
katechina,0
katechista,0
katechizować,0
katechol,0
katechumenat,0
katedra,0
katedra polowy,0
kategoria systematyczny,0
kategoria taksonomiczny,0
kategoryczny,1
kategorycć,1
katering,0
kathakać,0
katinga,0
katipa,0
katodowy,0
katolicki,1
katolickość,0
katolikos,0
katon,1
katorga,1
katorżniczy,1
katorżnik,0
katowicki,0
katownia,1
katowski,1
katoński,1
katusza,1
katzenjammer,1
kaucja,0
kaucja gwarancyjny,0
kauczukodajny,0
kauczukowiec brazylijski,0
kaudipteryks,0
kaukaski,0
kaukaz,0
kaustycznia,1
kaustyczny,1
kautopireiofagia,0
kauza,0
kauzalnia,0
kauzyperda,1
kawa,0
kawa bezkofeinowy,0
kawa latte,0
kawa macchiato,0
kawa mielony,0
kawa mokka,0
kawa po irlandzki,0
kawa po turecki,0
kawa po wiedeński,0
kawa rozpuszczalny,0
kawa zbożowy,0
kawalarz,1
kawaler,0
kawaler maltański,0
kawaler rodyjski,0
kawaleria,0
kawaleria dywizyjny,0
kawaleria powietrzny,0
kawalerka,0
kawalerstwo,0
kawalić się,1
kawalkada,0
kawalkata,0
kawaląteczek,0
kawalątko,1
kawał,1
kawał chłop,1
kawałeczek,1
kawałek,0
kawałkowy,0
kawerna,0
kawiarenka,0
kawiarenka internetowy,0
kawiarka,0
kawiarnia,0
kawiarz,0
kawiorka,0
kawiorowy,1
kawiram,0
kawosz,0
kawowy,0
kawsko,1
kazachski,0
kazachstański,0
kazalnica,0
kazamata,0
kazamatowy,0
kazarka,0
kazaski,0
kazirodca,1
kazirodczość,1
kazirodczy,1
kazirodztwo,1
kaznodzieja,1
kaznodziejski,1
kaznodziejstwo,1
kazualny,0
kazuar,0
kazuar hełmiasty,0
kazuar jednokoralowy,0
kazuar mniejszyć,0
kazuar wspaniały,0
kazuarowaty,0
kazuarowy,0
kazuista,1
kazuistyczniąć,1
kazuistyczny,1
kazus,1
kałamarnica,0
kałamarnica Humboldt,0
kałamarnica kolosalny,0
kałamarnica olbrzymi,0
kałamarz,0
kałamarzyk,0
kałan,0
kałanka,0
kałdunica rdestówka,0
kałdunica zielony,0
kałga,0
kałga sułtan,0
kałmucki,0
kałmuk,1
kaługa,0
kałuża,0
kałużka,0
kałużnica,0
kałużnica czarnozielony,0
kałużnica czarny,0
kałużnicowaty,0
każdoczesny,0
każdodzienny,0
każdorazowy,1
każdy,0
każdziuteńki,1
każdziutki,1
kbit,0
kea,0
kebab,1
kebabowy,0
kecalkoatl,0
keczup,0
keczupowy,0
kedyw,0
kefir,0
kefirowy,0
keg,0
kegel,0
keirets,0
keja,0
keksówka,0
kelowy,0
kelp,0
kelwin,0
kem,0
kemping,0
ken,0
kenda,0
kenesa,0
kenijski,0
kenotaf,0
kenotafium,0
kenoza,0
kenozoik,0
kent,0
kentumowy,0
keplerowski,0
keralski,0
kerner,0
kerry blue terrier,0
kesoniarz,0
ketchup,0
ketman,0
ketupa bosonogi,0
ketupa rdzawy,0
keynesista,0
keynesowski,0
kgfa,0
kgfmorze,0
khmerski,0
ki,0
kiat,0
kiba,0
kibel,1
kibibajt,0
kibibit,0
kibic,0
kibicować,1
kibicowski,0
kibit,0
kibitka,0
kibitnikowaty,0
kibić,0
kiblować,1
kiblowy,1
kibol,1
kibolski,1
kibolstwo,1
kibuc,0
kic,1
kicać,1
kichać,0
kiciasty,0
kick boxing,0
kick-boxing,0
kickboxing,0
kicnąć,1
kiczowaty,1
kiczowy,1
kidnaper,1
kidnaperstwo,1
kidnaping,1
kiedykolwia,0
kiedyś,0
kiejda,0
kielecki,0
kielich,0
kielichowaty,0
kieliszeczek,0
kieliszek,0
kielisznikowaty,0
kielon,0
kielonka,0
kienesa,0
kiepskawy,1
kiepski,1
kiepściutki,1
kieracisko,0
kierdel,0
kierki,0
kierkut,0
kierman,0
kiermasz,0
kiermaszowy,0
kierować,0
kierować się,1
kierownictwo,0
kierownik artystyczny,0
kierownik pociąg,0
kierunek,0
kierunkowy,0
kiesa,1
kieszeń,0
kieszonkowiec,1
kieszonkowy,1
kiełbasiany,0
kiełbaśnica,0
kiełkować,1
kiełkowy,0
kiełż,0
kiełż bałkański,0
kiełż bałtycki,0
kiełż brzegowy,0
kiełż drobny,0
kiełż jeziorny,0
kiełż morski,0
kiełż oceaniczny,0
kiełż podziemny,0
kiełż rzeczny,0
kiełż tygrysi,0
kiełż warszawski,0
kiełż zalewowy,0
kiełż zdrojowy,0
kiełż zwyczajny,0
kiełżowaty,0
kifoza,0
kifoza piersiowy,0
kijanka,0
kijowy,1
kikimora,0
kiks,0
kikucik,1
kikut,1
kikutnica,0
kikutnica czerwony,0
kikutniczka,0
kikutniczka pospolity,0
kila,0
kilak,0
kiler,1
kilimiarz,0
kilkakrotnia,0
kilkakrotność,0
kilkakroć,0
kilkucalowy,0
kilkudziesięciokilometrowy,0
kilkudziesięciokrotnia,0
kilkudziesięcioosobowy,0
kilkudziesięcioprocentowy,0
kilkudziesięciopunktowy,0
kilkudziesięciotysięczny,0
kilkuetapowy,0
kilkukilometrowy,0
kilkukrotnia,0
kilkulatka,0
kilkumetrowy,0
kilkunastokilometrowy,0
kilkunastokrotnia,0
kilkunastolatka,0
kilkunastoosobowy,0
kilkunastoprocentowy,0
kilkunastopunktowy,0
kilkunastostopniowy,0
kilkunastotysięczny,0
kilkunasty,0
kilkuosobowy,0
kilkupoziomowy,0
kilkuprocentowy,0
